;B2461;BOLSA REGALO;ZSPNN;ZPVPN;YNZSN;WWSNN;;DOC;24X18X8.5 CM;0;4784-4785-4786;EMPAQUES PARA REGALOS;BOLSAS DE REGALO;GENERAL;GENERAL
;B2462;ACCESORIO CABELLO;YWNNN;YUWNN;YRSNN;VSNNN;;PQT;3CM;0;;ENSAMBLE;HERRAJES PARA EL CABELLO;GENERAL;GENERAL
B2463;B2463;PAPEL DESMAQUILLADOR DE UÑAS EILEEN;ZVRNN;ZSZRN;ZRSVN;YOVNN;;PQT;5.5 X 5.5 Cm;500;4465;BELLEZA;UNAS;MANICURE Y PEDICURE;GENERAL
;B2464;PAÑITOS HUMEDOS;YNNN;YYNN;YVNN;VNNN;;UND;8X5 cm;30 TOALLAS;4430-4431-4432;CACHARROS;VARIEDAD;GENERAL;GENERAL
;B2465;PAPEL BURBUJA;ZYNNN;ZWYNN;ZVVNN;YVNNN;;KLG;30 CM;0;;GENERAL;GENERAL;GENERAL;GENERAL
;B2466;CORTA UÑAS;WUNN;WPUN;VYNN;RNNN;;UND;0;0;4495;BELLEZA;UNAS;CORTAUNAS;GENERAL
;B2467;ESPONJA DE BAÑO;ZPNNN;ZOPNN;YZSNN;WSNNN;;DOC;30gm;0;4440;BELLEZA;ASEO PERSONAL;GENERAL;GENERAL
;B2468;ESPONJA PAPA BAÑO;ZUSNN;ZRZSN;ZPRYN;WZYNN;;DOC;20gm;0;4441;BELLEZA;ASEO PERSONAL;GENERAL;GENERAL
;B2469;ESPONJA PARA BAÑO;ZYSNN;ZWPSN;ZUZYN;YUYNN;;DOC;30gm;0;4442;ARTICULOS DE BELLEZA;ASEO PERSONAL;GENERAL;GENERAL
;B2470;APLICADOR DE POLVO FACIAL;ONNN;OONN;ZNPNN;ZPNNN;;DOC;5.5CM     5.5*4.5 cm;0;4196;BELLEZA;MAQUILLAJE;ROSTRO;POMOS
;B2473;PAPEL BURBUJA;ZUNNN;ZSUNN;ZPNNN;WNNNN;;ROL;30CM;0;;GENERAL;GENERAL;GENERAL;GENERAL
;B2474;CINTA;PSNN;OUNN;ZNUNN;ZSNNN;;UND;4.5cm*200m;0;3058;HOGAR Y FERRETERIA;UTENSILIOS DE FERRETERIA;GENERAL;GENERAL
;B2475;COLERO CABELLO;ONNN;OONN;ZNPNN;ZPNNN;;DOC;7 Cm;0;2818;FANTASIA;COLEROS;GENERAL;GENERAL
;B2476;RESORTE CABELLO;YSVNN;YONVN;WZSPN;UYPNN;;DOC;7 Cm;0;2799-2824-2825;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;FANTASIA;COLEROS Y RESORTES
;B2477;DIADEMA PERLA;ZSPNN;ZPVPN;YNZSN;WWSNN;;DOC;1.5 Cm;0;3163;FANTASIA;DIADEMAS;GENERAL;GENERAL
;B2478;DIADEMA PERLA;ZVVNN;ZUPVN;ZRYPN;YPPNN;;DOC;8 MM;0;3181;FANTASIA;DIADEMAS;GENERAL;GENERAL
;B2479;CAIMÁN PERLA;ZYNNN;ZWYNN;ZVVNN;YVNNN;;DOC;6 Cm;0;;FANTASIA;CAIMANES;GENERAL;GENERAL
;B-2479;CEPILLO CABELLO;VUNN;VOUN;UVNN;ONNN;;UND;7*21.5CM;0;4380;EXHIBIDORES Y ORGANIZADORES;ORGANIZADORES;PRUEBA PORTAFOLIO 2020;BELLEZA
;B2480;PEINILLA;ZOYNN;YZZYN;YWNVN;WPVNN;;PQT;21*5Cm;20;4108;ARTICULOS DE BELLEZA;CABELLO;PEINILLAS;GENERAL
B2480-11;B2480-11;DIADEMA CAREY BÁSICO;ZOYNN;YZZYN;YWNVN;WPVNN;;DOC;;;7092;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;CAREY BASICO;DIADEMAS
B2480-3;B2480-3;DIADEMA CAREY BÁSICO;ZOYNN;YZZYN;YWNVN;WPVNN;;DOC;;;7091;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;CAREY BASICO;DIADEMAS
B2480-4;B2480-4;DIADEMA CAREY BÁSICO;ZOYNN;YZZYN;YWNVN;WPVNN;;DOC;;0;7089;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;CAREY BASICO;DIADEMAS
B2480-6;B2480-6;DIADEMA CAREY BÁSICO;ZOYNN;YZZYN;YWNVN;WPVNN;;DOC;;;7090;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;CAREY BASICO;DIADEMAS
;B2480-BL;PEINILLA CABELLO;ZPNNN;ZOPNN;YZSNN;WSNNN;;PQT;21*5CM;20;4092;BELLEZA;CABELLO;PEINILLAS;GENERAL
;B2480-MIX;PEINILLA CABELLO;ZRVNN;ZOZVN;YNPPN;WVPNN;;PQT;21*5CM;20;4108;BELLEZA;CABELLO;PEINILLAS;GENERAL
;B2481;DIADEMA PERLA;ZSPNN;ZPVPN;YNZSN;WWSNN;;DOC;0;0;5124;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;FANTASIA;DIADEMAS
B2481-2;B2481-2;DIADEMA CAREY BÁSICO;ZSPNN;ZPVPN;YNZSN;WWSNN;;DOC;;0;7093;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;CAREY BASICO;DIADEMAS
B2481-4;B2481-4;DIADEMA CAREY BÁSICO;ZSPNN;ZPVPN;YNZSN;WWSNN;;DOC;;;7088;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;CAREY BASICO;DIADEMAS
B2481-7;B2481-7;DIADEMA CAREY BÁSICO;ZSPNN;ZPVPN;YNZSN;WWSNN;;DOC;;;7032;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;CAREY BASICO;DIADEMAS
B2481-8;B2481-8;DIADEMA CAREY BÁSICO;ZOYNN;YNVNN;YSVNN;WPVNN;;DOC;;;7038;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;CAREY BASICO;DIADEMAS
;B2482;DIADEMA CAREY BÁSICO;ZUSNN;ZRZSN;ZPRYN;WZYNN;;DOC;;0;7085-7084-7085;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;CAREY BASICO;DIADEMAS
;B2483;DIADEMA CAREY BÁSICO;YNVNN;YYVVN;YVVPN;VNPNN;;DOC;;0;7028-7030;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;CAREY BASICO;DIADEMAS
;B2484;DIADEMA CAREY BÁSICO;YZSNN;YWRSN;YUOYN;VWYNN;;DOC;;0;7094-7095-7096;CAREY BASICO;DIADEMAS;GENERAL;GENERAL
;B2486;CAIMÁN CAREY BÁSICO;YNVNN;YYVVN;YVVPN;VNPNN;;DOC;;0;7087-7088-7089-7090-7091-7092-;CAREY BASICO;CAIMANES;GENERAL;GENERAL
;B2489;BANANA CAREY BÁSICO;YNVNN;YYVVN;YVVPN;VNPNN;;DOC;;0;7078;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;CAREY BASICO;BANANAS
;B2490;BANANA CAREY BÁSICO;YZSNN;YWRSN;YUOYN;VWYNN;;DOC;;0;7077;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;CAREY BASICO;BANANAS
;B2493;CAIMÁN CAREY BÁSICO;YZSNN;YWRSN;YUOYN;VWYNN;;DOC;;0;7093;CAREY BASICO;CAIMANES;GENERAL;GENERAL
;B2505;PEINE TENEDOR;SNNN;SSNN;RYNN;ZYNNN;;DOC;12.5*5.5 cm;0;4620A;BELLEZA;CABELLO;PEINILLAS;GENERAL
;B2521;DIADEMA PERLA;OUNN;ZNVUN;ZZVNN;ZONNN;;UND;0;0;5103;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;FANTASIA;DIADEMAS
;B2522;DIADEMA MURANO;SNNN;SSNN;RYNN;ZYNNN;;UND;0;0;5122;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;FANTASIA;DIADEMAS
;B2525;DIADEMA MURANO;OUNN;ZNVUN;ZZVNN;ZONNN;;UND;0;0;5111;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;FANTASIA;DIADEMAS
;B2526;DIADEMA MURANO;OUNN;ZNVUN;ZZVNN;ZONNN;;UND;0;0;5106;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;FANTASIA;DIADEMAS
;B2528;DIADEMA MURANO;ZYNNN;ZWYNN;ZVVNN;YVNNN;;UND;0;0;5111;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;FANTASIA;DIADEMAS
;B2530;DIADEMA URANO;ZWUNN;ZVPUN;ZSYNN;YRNNN;;UND;0;0;5106;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;FANTASIA;DIADEMAS
;B2531;DIADEMA MURANO;ZWUNN;ZVPUN;ZSYNN;YRNNN;;UND;0;0;5106;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;FANTASIA;DIADEMAS
;B2537;DIADEMA MURANO;WYVNN;WUSVN;WPPPN;SVPNN;;DOC;0;0;5123;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;FANTASIA;DIADEMAS
;B2538;CHUMIS;WSNN;WOSN;VWYN;RYNN;;PQT;1.2*24CM;6;4403;BELLEZA;BARBERIA Y PELUQUERIA;GENERAL;GENERAL
;B2540;RULO PARA CABELLO;VYNN;VSYN;UNVN;PVNN;;PQT;1.6*24CM;6;4402;BELLEZA;BARBERIA Y PELUQUERIA;GENERAL;GENERAL
;B2541;RESALTADOR;VNNN;VUNN;UUNN;PNNN;;UND;11*6 Cm;CxU;3426;PAPELERIA;ESCRIBIR Y PINTAR;MARCADORES Y RESALTADORES;GENERAL
;B2542;RESALTADOR;UPNN;SWPN;SOSN;ZZSNN;;CAJ;5*3 Cm;4;3520;CACHARROS;ESCOLAR;GENERAL;GENERAL
;B2543;RESALTADOR;VWNN;VRWN;UZSN;PSNN;;PQT;5*1.5 Cm;0;3425;CACHARROS;ESCOLAR;GENERAL;GENERAL
;B2544;LÁPIZ RESALTADOR;VPNN;UYPN;URSN;OSNN;;PQT;6*2 Cm;0;3425;CACHARROS;ESCOLAR;GENERAL;GENERAL
;B2545;BROCHA DE SILICONA;ZONN;YNON;YYPN;WPNN;;UND;24CM;0;3325;CACHARROS;HOGAR;GENERAL;GENERAL
;B2546;SPRAY PARA PELUQUERÍA;YRNNN;YORNN;WYVNN;UVNNN;;UND;20*5CM? 200ML;0;4313;BELLEZA;BARBERIA Y PELUQUERIA;GENERAL;GENERAL
;B2547;PINZA CABELLO;ZWYNN;ZVUYN;ZUPVN;YSVNN;;DOC;;0;6907;FANTASIA;HEBILLAS Y TICTAC;GENERAL;GENERAL
;B2548;CAJA PARA JOYAS;YSVNN;YONVN;WZSPN;UYPNN;;DOC;6.5*5.6*6 cm;0;4824-4825;PAPELERIA;EMPAQUES;CAJAS DE REGALO;GENERAL
;B2549;DIADEMA METAL;SSNN;RYSN;ROYN;ZWYNN;;DOC;0;0;5098;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;FANTASIA;DIADEMAS
;B2550;DIADEMA METAL;SNNN;SSNN;RYNN;ZYNNN;;DOC;0;0;5099;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;FANTASIA;DIADEMAS
;B2551;DIADEMA ALAMBRE;SSNN;RYSN;ROYN;ZWYNN;;DOC;0;0;5100;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;FANTASIA;DIADEMAS
;B2552;COLERO;ZWYNN;ZVUYN;ZUPVN;YSVNN;;DOC;;0;2820;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;FANTASIA;COLEROS Y RESORTES
;B2553;ENCRESPADOR DE CABELLO;PNNN;PPNN;OSNN;ZSNNN;;UND;;0;4415;BELLEZA;BARBERIA Y PELUQUERIA;GENERAL;GENERAL
;B2555;MAYA;YWUNN;YUPUN;YPYNN;VRNNN;;SET;206*82CM;0;;GENERAL;GENERAL;GENERAL;GENERAL
;B2556;CEPILLO CABELLO ;PUNN;OWUN;ZNYNN;ZRNNN;;UND;20.5*7 cm;0;4311;BELLEZA;CABELLO;CEPILLOS;GENERAL
;B2557;CEPILLO CABELLO;PNNN;PPNN;OSNN;ZSNNN;;UND;20.5*7 cm;0;4318;BELLEZA;CABELLO;CEPILLOS;GENERAL
;B2558;CEPILLO CABELLO ;PNNN;PPNN;OSNN;ZSNNN;;UND;18*5.5 cm;0;4319;BELLEZA;CABELLO;CEPILLOS;GENERAL
;B2559;CEPILLO CABELLO ;RNNN;RRNN;PVNN;ZVNNN;;UND;11 x 9 cm;0;4320;BELLEZA;CABELLO;CEPILLOS;GENERAL
;B2560;CEPILLO CABELLO NIÑA;PNNN;PPNN;OSNN;ZSNNN;;UND;19*6.3 cm;0;4321;BELLEZA;CABELLO;CEPILLOS;GENERAL
;B2561;CEPILLO CABELLO NIÑA;PNNN;PPNN;OSNN;ZSNNN;;UND;19*6.3 cm;0;4322;BELLEZA;CABELLO;CEPILLOS;GENERAL
;B2562;ESPEJO;SWNN;SOWN;RUSN;ZYSNN;;UND;17*10CM;0;4155;BELLEZA;MAQUILLAJE;ROSTRO;ESPEJOS
;B2563;ESPEJO;SWNN;SOWN;RUSN;ZYSNN;;UND;17*10CM;0;4188;BELLEZA;MAQUILLAJE;ROSTRO;ESPEJOS
;B2564;DIADEMA TELA;YPPNN;WZSPN;WVUSN;URSNN;;DOC;;0;3159;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;FANTASIA;DIADEMAS
;B2565;CAIMÁN PERLADO;ZOYNN;YZZYN;YWNVN;WPVNN;;DOC;8CM;0;3405-3406-3407;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;FANTASIA;CAIMANES
;B2566;CAIMÁN PERLADO;YPPNN;WNNNN;WOSNN;URSNN;;DOC;8CM;0;3369-3370-3371-;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;FANTASIA;CAIMANES
;B2567;CAIMÁN PERLADO;ONNN;OONN;ZNPNN;ZPNNN;;DOC;;0;3364-3365-3366;FANTASIA;CAIMANES;GENERAL;GENERAL
;B2568;HEBILLA PERLA;ZYNNN;ZWYNN;ZVVNN;YVNNN;;DOC;;0;6616;FANTASIA;HEBILLAS Y TICTAC;GENERAL;GENERAL
;B2569;CIAMAN PERLA;YVNNN;YSVNN;YPPNN;VPNNN;;DOC;;0;3372-3373;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;FANTASIA;CAIMANES
;B2570;CAIMÁN METÁLICO;WNNNN;WWNNN;WSNNN;SNNNN;;DOC;;0;3360-3361-3362;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;FANTASIA;CAIMANES
;B2571;HEBILLA x 3;YRSNN;WNWSN;WWZYN;UUYNN;;DOC;;0;6924;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;FANTASIA;HEBILLAS Y TIC TACS
;B2572;BANANA;YVNNN;YSVNN;WWNNN;VPNNN;;DOC;;0;6920;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;FANTASIA;BANANAS
;B2573;CAIMÁN DE PERLA;YSVNN;YPPNN;WSNNN;UYPNN;;DOC;8 Cm;0;3404;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;FANTASIA;CAIMANES
;B2574;CHAQUIRA MADERA;YVNNN;YSVNN;YPPNN;VPNNN;;PQT;11*12mm;0;E;BISUTERIA;MATERIALES;MADERA;GENERAL
;B2575;CADENA PLÁSTICA;OUN;ZNVU;ZZVN;ZONN;;UND;;0;7130;BISUTERIA;HERRAJES;HERRAJES FABRICACION FANTASIA;CUNAS
;B2576;SOPORTE  DESLIZADOR;RN;RR;PV;ZVN;;UND;;0;7130;BISUTERIA;HERRAJES;HERRAJES FABRICACION FANTASIA;CUNAS
;B2577;CHAQUIRA ACRÍLICO;ZUNNN;ZSUNN;ZPNNN;WNNNN;;PQT;Dimension;450GM;;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;PELO SINTETICO Y ACCESORIOS;ACCESORIOS PARA PELO SINTETICO
;B2578;CHAQUIRA PASTA;ZUNNN;ZSUNN;ZPNNN;WNNNN;;PQT;;0;;FANTASIA;PELO SINTETICO;ACCESORIOS;GENERAL
;B2579;RESORTE;ZVVNN;ZUPVN;ZRYPN;YPPNN;;DOC;;0;2893;FANTASIA;COLEROS;GENERAL;GENERAL
;B2580;LIMA PARA UÑAS;UWNNN;UPWNN;SWSNN;ZNSNNN;;PQT;100/180 18*2Cm;100;4494;BELLEZA;UNAS;LIMAS;GENERAL
;B2581;PAPEL DE PELUQUEERIA;ZPUNN;YNWUN;YYYNN;WRNNN;;PQT;6.5Cm;5;4425;BELLEZA;BARBERIA Y PELUQUERIA;GENERAL;GENERAL
;B2582-30;RULO CABELLO;VNNN;VVNN;VPNN;PNNN;;PQT;30Mm;8;4396;BELLEZA;BARBERIA Y PELUQUERIA;GENERAL;GENERAL
;B2583;COCA PARA TINTE;ZONN;YNON;YYPN;WPNN;;UND;13.5*12*4.5Cm;0;4414;BELLEZA;BARBERIA Y PELUQUERIA;GENERAL;GENERAL
;B2584;BARRA PARA LAPICERO;ZUN;ZSU;ZPN;WNN;;UND;0.5*130MM;0;3478;GENERAL;GENERAL;GENERAL;GENERAL
;B2585-1;CAIMÁN CAREY BÁSICO MINI;YYUNN;YVRUN;YRNNN;VUNNN;;CAJ;1Cm;100;7057;CAREY BASICO;CAIMANES;GENERAL;GENERAL
;B2585-2;CAIMAN PÑO CAREY BASICO;VNNNN;VVNNN;VPNNN;PNNNN;;CAJ;23*6cm;100;7056;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;CAREY BASICO;CAIMANES
;B2586;ESPEJO;YONN;WZON;WVPN;UPNN;;UND;10 X;0;4176;BELLEZA;MAQUILLAJE;ROSTRO;ESPEJOS
;B2587;ESPEJO;WPNN;VZPN;VUSN;RSNN;;UND;15X;0;4177;BELLEZA;MAQUILLAJE;ROSTRO;ESPEJOS
;B2588;ESPEJO;WNNN;WWNN;WSNN;SNNN;;UND;4";0;4178;BELLEZA;MAQUILLAJE;ROSTRO;ESPEJOS
;B2589;ESPEJO;RWNN;PNWN;PRSN;ZVSNN;;UND;8";0;4179;BELLEZA;MAQUILLAJE;ROSTRO;ESPEJOS
;B2591;BOLSA PLÁSTICA;UNNNN;UUNNN;SNNNN;ZNNNNN;;PQT;12*18Cm;0;;GENERAL;GENERAL;GENERAL;GENERAL
;B2592;MECHÓN DECORADO;YSVNN;YONVN;WZSPN;UYPNN;;DOC;0;0;7158;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;PELO SINTETICO Y ACCESORIOS;PELO SINTETICO
;B2593;PINZA MURANO;YPPNN;WZSPN;WVUSN;URSNN;;DOC;2Line;0;6921;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;FANTASIA;HEBILLAS Y TIC TACS
;B2594-1;ADORNO CABELLO;SSNN;RYSN;ROYN;ZWYNN;;PQT;22Cm;6;7156;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;PELO SINTETICO Y ACCESORIOS;ACCESORIOS PARA PELO SINTETICO
;B2594-3;ADORNO CABELLO;SSNN;RYSN;ROYN;ZWYNN;;PQT;22Cm;6;7155;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;PELO SINTETICO Y ACCESORIOS;ACCESORIOS PARA PELO SINTETICO
;B2595;ADORNO PARA CABELLO;SSNN;RYSN;ROYN;ZWYNN;;PQT;22Cm;6;7154;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;PELO SINTETICO Y ACCESORIOS;ACCESORIOS PARA PELO SINTETICO
;B2598;COLERO POMPÓN;ZOYNN;YZZYN;YWNVN;WPVNN;;DOC;4 Cm;0;2898-2999;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;FANTASIA;COLEROS Y RESORTES
;B2618-3;HEBILLA NIÑA;YNVNN;YYVVN;YVVPN;VNPNN;;DOC;7 Cm;0;2741;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;FANTASIA;HEBILLAS Y TIC TACS
;B2618-5;HEBILLA NIÑA;YNVNN;YYVVN;YVVPN;VNPNN;;DOC;7 Cm;0;2740;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;FANTASIA;HEBILLAS Y TIC TACS
;B2625;LLAVERO;YZSNN;YWRSN;YUOYN;VWYNN;;DOC;20CM;0;;CACHARROS;LLAVEROS;GENERAL;GENERAL
;B2626;LLAVERO AGUACATE;ZPNNN;ZOPNN;YZSNN;WSNNN;;DOC;11*3.5CM;0;;CACHARROS;LLAVEROS;GENERAL;GENERAL
;B2632;LLAVERO AGUACATE;ZSPNN;ZPVPN;YNZSN;WWSNN;;DOC;11*3.5CM;0;;CACHARROS;LLAVEROS;GENERAL;GENERAL
;B2638-1;CAIMAN MINI COLORES;WOSNN;VWUSN;VRUYN;ROYNN;;PQT;1cm;12;3310;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;FANTASIA;CAIMANES
;B2638-2;CAIMAN PEQUEÑO X 24;VYNNN;VSYNN;UNVNN;PVNNN;;DOC;1cm;0;3310;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;FANTASIA;CAIMANES
;B2638-4;CAIMAN PEQUEÑO X 24;VYNNN;VSYNN;UNVNN;PVNNN;;DOC;1cm;0;3319;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;FANTASIA;CAIMANES
;B2638-6;CAIMAN PEQUÑO X 24;VYNNN;VSYNN;UNVNN;PVNNN;;DOC;1cm;0;3311;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;FANTASIA;CAIMANES
;B2638-7;CAIMAN PEQUEÑO X24;VYNNN;VSYNN;UNVNN;PVNNN;;DOC;1cm;0;3320;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;FANTASIA;CAIMANES
;B2643;MOÑO  PARA CABELLO;ZPNNN;ZOPNN;YZSNN;WSNNN;;DOC;10 Cm;0;2742;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;FANTASIA;HEBILLAS Y TIC TACS
;B2647;MOÑO PARA DAMA;ZPNNN;ZOPNN;YZSNN;WSNNN;;DOC;10 Cm;0;2743;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;FANTASIA;HEBILLAS Y TIC TACS
;B2659;HEBILLA NIÑA;ZVVNN;ZUPVN;ZRYPN;YPPNN;;DOC;6 Cm;0;2744;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;FANTASIA;HEBILLAS Y TIC TACS
;B2660;HEBILLA NIÑA;ZVVNN;ZUPVN;ZRYPN;YPPNN;;DOC;6 Cm;0;2745;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;FANTASIA;HEBILLAS Y TIC TACS
;B2665;GANCHO CABELLO;ZPNNN;ZOPNN;YZSNN;WSNNN;;DOC;6CM;0;6923 - 6924;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;FANTASIA;HEBILLAS Y TIC TACS
;B2665-BL;TIC TAC METALICO;ZPNNN;ZOPNN;YZSNN;WSNNN;;DOC;6cm;0;6942;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;FANTASIA;HEBILLAS Y TIC TACS
;B2669-2;TIC TAC CABELLO;ZVVNN;ZUPVN;ZRYPN;YPPNN;;DOC;3CM;0;6929;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;FANTASIA;HEBILLAS Y TIC TACS
;B2670-3;TIC TAC MINI;ZVVNN;ZUPVN;ZRYPN;YPPNN;;DOC;3 Cm;0;6930;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;FANTASIA;HEBILLAS Y TIC TACS
;B2673-1;TIC TAC PARA CABELLO;ZOYNN;YZZYN;YWNVN;WPVNN;;DOC;6CM;0;6969;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;FANTASIA;HEBILLAS Y TIC TACS
;B2673-2;TIC TAC PARA CABELLO;ZOYNN;YZZYN;YWNVN;WPVNN;;DOC;6CM;0;6968;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;FANTASIA;HEBILLAS Y TIC TACS
;B2673-3;TIC TAC METÁLICO;ZOYNN;YZZYN;YWNVN;WPVNN;;DOC;6Cm;0;6949;FANTASIA;HEBILLAS Y TICTAC;GENERAL;GENERAL
;B2674-BL;TIC TAC MINI;ZNPNN;ZZPPN;ZYOSN;YZSNN;;DOC;3CM;0;6922;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;FANTASIA;HEBILLAS Y TIC TACS
;B2674-SL;TIC TAC PÑO;ZZVNN;ZYUVN;ZWSPN;YYPNN;;DOC;3Cm;0;6914;FANTASIA;HEBILLAS Y TICTAC;GENERAL;GENERAL
;B2675;ARETE x 12;YVNNN;YSVNN;YPPNN;VPNNN;;DOC;34,5,6 mm;0;;JOYERIA Y FANTASIA;TOPOS;FANTASIA;GENERAL
;B2679-10;ARETE SEXTETO;YZSNN;YWRSN;YUOYN;VWYNN;;DOC;0;0;2456;JOYERIA Y FANTASIA;TOPOS;FANTASIA;GENERAL
;B2679-12;ARETE SEXTETO;YZSNN;YWRSN;YUOYN;VWYNN;;DOC;0;0;2457;JOYERIA Y FANTASIA;TOPOS;FANTASIA;GENERAL
;B2679-3;ARETE SEXTETO;YZSNN;YWRSN;YUOYN;VWYNN;;DOC;0;0;2453;JOYERIA Y FANTASIA;TOPOS;FANTASIA;GENERAL
;B2679-4;ARETE SEXTETO;YZSNN;YWRSN;YUOYN;VWYNN;;DOC;0;0;2454;JOYERIA Y FANTASIA;TOPOS;FANTASIA;GENERAL
;B2679-5;ARETE SEXTETO;YZSNN;YWRSN;YUOYN;VWYNN;;DOC;0;0;2455;JOYERIA Y FANTASIA;TOPOS;FANTASIA;GENERAL
;B2681-1;COLERO ELASTICO CABELLO;ZPNNN;ZOPNN;YZSNN;WSNNN;;DOC;0;0;2910;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;FANTASIA;COLEROS Y RESORTES
;B2681-4;COLERO ELASTICO CABELLO;ZOPNN;YZRPN;YWRSN;WOSNN;;DOC;0;0;2909;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;FANTASIA;COLEROS Y RESORTES
;B2681-BL;COLERO ELASTICO  CABELLO;ZOPNN;YZRPN;YWRSN;WOSNN;;DOC;0;0;2907;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;FANTASIA;COLEROS Y RESORTES
;B2681-BW;RESORTE ELASTICO CABELLO;ZPNNN;ZOPNN;YZSNN;WSNNN;;DOC;0;0;2908;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;FANTASIA;COLEROS Y RESORTES
;B2682-1BW;ELASTICO PARA CABELLO;ZOPNN;YZRPN;YWRSN;WOSNN;;DOC;0;0;;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;FANTASIA;COLEROS Y RESORTES
;B2682-1LX;COLERO ELASTICO CABELLO;ZOPNN;YZRPN;YWRSN;WOSNN;;DOC;0;0;2903;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;FANTASIA;COLEROS Y RESORTES
;B2683;COLERO CABLE TELEFONO;YSVNN;YONVN;WZSPN;UYPNN;;DOC;5.5CM;0;2784;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;FANTASIA;COLEROS Y RESORTES
;B2688-BL;RESORTE PARA CABELLO;YSVNN;YONVN;WZSPN;UYPNN;;DOC;0;0;3017;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;FANTASIA;COLEROS Y RESORTES
;B2688-DX;RESORTE PARA CABELLO;YSVNN;YONVN;WZSPN;UYPNN;;DOC;0;0;3016;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;FANTASIA;COLEROS Y RESORTES
;B2700;HEBILLA MOÑO NIÑA;YUYNN;YRRYN;WNYVN;UNVNN;;DOC;5 Cm;0;2746;MODA Y ACCESORIOS;ACCESORIOS DE CABELLO;FANTASIA;HEBILLAS Y TIC TACS
